"","X1","X2","Keywords","keywords_clean"
"830","Y20","Introductory Material","None Specified","none specified"
"831","Y30","Book Reviews (unclassified)","None Specified","none specified"
"832","Y40","Dissertations (unclassified)","None Specified","none specified"
"833","Y50","Further Reading (unclassified)","None Specified","none specified"
"834","Y60","Excerpt","None Specified","none specified"
"835","Y70","No Author General Discussions","None Specified","none specified"
"836","Y80","Related Disciplines","None Specified","none specified"
"837","Y90","Miscellaneous Categories: Other","None Specified","none specified"
"838","Y91","Pictures and Maps","None Specified","none specified"
"839","Y92","Novels, Self-Help Books, etc.","None Specified","none specified"
"840","Z00","Other Special Topics: General","Culture, Social, Sports, Tourism. ","culture social sports tourism "
"841","Z10","Cultural Economics; Economic Sociology; Economic Anthropology: General","Creative Industries, Cultural Economics, Economic Anthropology, Heritage, Social. ","creative industries cultural economics economic anthropology heritage social "
"842","Z11","Cultural Economics: Economics of the Arts and Literature","Antiques, Art, Art Market, Artist, Baumol's Disease, Craft, Creative Industries, Designers, Film, High Fashion, Literature, Museums, Music Industry, Performing Arts, Theatre, Visual Arts. ","antiques art art market artist baumols disease craft creative industries designers film high fashion literature museums music industry performing arts theatre visual arts "
"843","Z12","Cultural Economics: Religion","Catholic Economics, Churches, Eastern Philosophy, Faith, Interfaith, Islamic Economics, Religio Economic, Religion, Religious Community, Religious Freedom, Religious Institutions, Western Philosophy. ","catholic economics churches eastern philosophy faith interfaith islamic economics religio economic religion religious community religious freedom religious institutions western philosophy "
"844","Z13","Economic Sociology; Economic Anthropology; Language; Social and Economic Stratification","Cultural Traits, Customs, Deception, Economic Anthropology, Economic Sociology, Reciprocity, Social Capital, Social Exclusion, Social Inclusion, Social Media, Social Networks, Social Norms, Social Stratification, Social Traits, Tradition, Trust. ","cultural traits customs deception economic anthropology economic sociology reciprocity social capital social exclusion social inclusion social media social networks social norms social stratification social traits tradition trust "
"845","Z18","Cultural Economics: Public Policy","Public Arts, Public Policy, Religion Policy, Religious Freedom, Social Policy, State Religion. ","public arts public policy religion policy religious freedom social policy state religion "
"846","Z19","Cultural Economics: Other","None Specified","none specified"
"847","Z20","Sports Economics: General","Amateur Sports, Professional Sports, Sports Economics, Sports Statistics, Sports Teams. ","amateur sports professional sports sports economics sports statistics sports teams "
"848","Z21","Sports Economics: Industry Studies","Baseball, Basketball, Football, Golf, Hockey, MLB, NASCAR, NBA, NCAA, NFL, Olympics, PGA, Premier League, Racing, Rugby, Soccer, Sports Industries, Sports Leagues, Sports Markets. ","baseball basketball football golf hockey mlb nascar nba ncaa nfl olympics pga premier league racing rugby soccer sports industries sports leagues sports markets "
"849","Z22","Sports Economics: Labor Issues","Athletes, Coaches, Collective Bargaining Agreements, Contracts, Drafts, Free Agency, Player Eligibility, Player Rankings, Player Strikes, Player Unions, Sports Participation, Wages. ","athletes coaches collective bargaining agreements contracts drafts free agency player eligibility player rankings player strikes player unions sports participation wages "
"850","Z23","Sports Economics: Finance","Revenue Sharing, Salary Cap, Sponsorship, Sports Finance, Stadium Financing. ","revenue sharing salary cap sponsorship sports finance stadium financing "
"851","Z28","Sports Economics: Policy","Anti Doping, Antitrust Exemption, Competition Policy, FIFA Policy, Governing Bodies, International Olympic Committee, International Sports Policy, League Drug Policy, NCAA Policy, Player Eligibility, Sports Labor Policy. ","anti doping antitrust exemption competition policy fifa policy governing bodies international olympic committee international sports policy league drug policy ncaa policy player eligibility sports labor policy "
"852","Z29","Sports Economics: Other","None Specified","none specified"
"853","Z30","Tourism Economics: General","Hotels, Tourism, Tourism Data, Tourism Economics, Tourist Attractions, Tourist Destination, Tourist Industries, Travel. ","hotels tourism tourism data tourism economics tourist attractions tourist destination tourist industries travel "
"854","Z31","Tourism: Industry Studies","Ancillary Services, Cruise, Entertainment Industries, Hotel Industry, Lodging, Primary Services, Resorts, Restaurants, Tourism, Tourist Attractions, Tourist Industries, Tourists, Travel Agencies. ","ancillary services cruise entertainment industries hotel industry lodging primary services resorts restaurants tourism tourist attractions tourist industries tourists travel agencies "
"855","Z32","Tourism and Development","Cultural Tourism, Economic Impact of Tourism, Environmental Tourism, Least Developed Countries, Medical Tourism, Tourism and Development, Tourism and Environment, Tourism and Growth. ","cultural tourism economic impact tourism environmental tourism least developed countries medical tourism tourism development tourism environment tourism growth "
"856","Z33","Tourism: Marketing and Finance","Public Tourism Investment, Reciprocity Fee, Tourism Advertising, Tourism Development, Tourism Finance, Tourism Infrastructure, Tourism Investment, Tourism Marketing, Tourism Spending, Tourist Spending, Tourist Tax. ","public tourism investment reciprocity fee tourism advertising tourism development tourism finance tourism infrastructure tourism investment tourism marketing tourism spending tourist spending tourist tax "
